Film_Linki,Film_Adi,Vizyon_Tarihi,Toplam_Seyirci,Liste_Yili,Yonetmen,Oyuncular,Sure_Dakika,IMDb_Puani,Sektor_Toplam_Seyirci,Ort_Bilet_TL,Log_Toplam_Seyirci,Is_Pandemi,Is_Yerli,IMDb_Yok,Is_Devam_Filmi,Rekabet_Indeksi,Mevsim_Ilkbahar,Mevsim_Kis,Mevsim_Sonbahar,Mevsim_Yaz,Yonetmen_Skor,Yonetmen_Film_Sayisi,Oyuncu1_Skor,Oyuncu2_Skor,Oyuncu3_Skor,Kadro_Veri_Var,Dagitimci_Skor,Tur_3_Boyutlu,Tur_Aile,Tur_Aksiyon,Tur_Animasyon,Tur_Belgesel,Tur_Bilim_Kurgu,Tur_Biyografi,Tur_Dram,Tur_Fantastik,Tur_Genclik,Tur_Gerilim,Tur_Gizem,Tur_IMAX,Tur_Komedi,Tur_Korku,Tur_Macera,Tur_Muzik,Tur_Muzikal,Tur_Romantik,Tur_Romantik_Komedi,Tur_Savas,Tur_Spor,Tur_Suc,Tur_Tarihi
ozgurlugun-elli-tonu--2012764,Özgürlüğün Elli Tonu,2018-02-09,426029,2018,James Foley,"Dakota Johnson, Jamie Dornan, Luke Grimes, Tyler Hoechlin, Kim Basinger",105.0,4.6,70409779,12.74,12.962265045307168,0,0,0,0,2.0,0,1,0,0,11.934915118207124,1,11.410179567476051,11.694732478476979,11.694732478476979,1,12.528586911382215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kayhan--2013900,Kayhan,2018-02-09,602084,2018,Togan Gökbakar,"Gökçe Eyüboğlu, İrfan Kangı, Şahan Gökbakar",105.0,2.2,70409779,12.74,13.308153910337028,0,1,0,0,2.0,0,1,0,0,12.687306238501412,2,11.697729009367832,11.697729009367832,12.385105000684158,1,11.905748259622449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
leo-da-vinci-mona-lisa-macerasi--2013943,Leo Da Vinci: Mona Lisa Macerası,2018-02-09,33927,2018,Sergio Manfio,,85.0,5.1,70409779,12.74,10.431995911154427,0,0,0,0,2.0,0,1,0,0,11.70152718130408,0,,,,0,9.836439217783001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black-panther--2012400,Black Panther,2018-02-16,718743,2018,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman",134.0,7.3,70409779,12.74,13.485260523232768,0,0,0,0,6.0,0,1,0,0,11.497467908043461,1,12.180615308822146,11.497467908043461,11.698540048903727,1,12.534146887458176,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hadi-be-oglum--2013860,Hadi Be Oğlum,2018-02-16,965066,2018,Bora Egemen,"Kıvanç Tatlıtuğ, Sezai Aydın, Yıldız Kültür, Yücel Erten, Cem Zeynel Kılıç",113.0,7.0,70409779,12.74,13.779952807962783,0,1,0,0,6.0,0,1,0,0,11.702734228420931,0,11.702734228420931,11.702734228420931,11.702734228420931,1,11.91991397326603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ben-tonya--2013924,"Ben, Tonya",2018-02-16,24635,2018,Craig Gillespie,"Bojana Novakovic, Paul Walter Hauser, Margot Robbie, Allison Janney, Sebastian Stan",120.0,7.5,70409779,12.74,10.111964066806934,0,0,0,0,6.0,0,1,0,0,11.571803134825624,1,11.707598908935081,11.707598908935081,11.707598908935081,1,10.71831361768496,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
antep-fistigi--2014042,Antep Fıstığı,2018-02-16,85406,2018,Oğuz Yalçın,"Vural Buldu, Tuncay Günhan, Ivana Sert, Orhan Uslu, Sefa Zengin",108.0,4.2,70409779,12.74,11.355183343630648,0,1,0,0,6.0,0,1,0,0,11.703870790145062,0,11.703870790145062,11.703870790145062,11.703870790145062,1,11.559799153936014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mutlu-canavar-ailesi--2013705,Mutlu Canavar Ailesi,2018-02-16,97449,2018,Holger Tappe,,93.0,4.8,70409779,12.74,11.487094704935707,0,0,0,0,6.0,0,1,0,0,11.703057998894446,0,,,,0,11.557209080387844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suyun-sesi--2013781,Suyun Sesi,2018-02-16,99769,2018,Guillermo del Toro,"Sally Hawkins, Michael Shannon, Richard Jenkins, Octavia Spencer, Michael Stuhlbarg",123.0,7.3,70409779,12.74,11.510622815907553,0,0,0,0,6.0,0,1,0,0,11.702555758675937,0,11.702555758675937,11.702555758675937,11.702555758675937,1,11.556332650694694,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sofra-sirlari--2013826,Sofra Sırları,2018-02-16,64895,2018,Ümit Ünal,"Emrah Kolukısa, Demet Evgar, Fatih Al, Alican Yücesoy, Elit Andaç Çam",103.0,6.7,70409779,12.74,11.0805412675108,0,1,0,0,6.0,0,1,0,0,11.702110438623109,0,11.702110438623109,11.883687129215874,11.960219889887048,1,11.06778021875431,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
beni-adinla-cagir--2014005,Beni Adınla Çağır,2018-02-23,20424,2018,Luca Guadagnino,"Timothée Chalamet, Armie Hammer, Michael Stuhlbarg, Amira Casar, Esther Garrel",132.0,7.8,70409779,12.74,9.924514919728203,0,0,0,0,3.0,0,1,0,0,11.700671621097387,0,11.700671621097387,11.700671621097387,12.021633802493971,1,10.704532946074094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
alem-i-cin--2013391,Alem-i Cin,2018-02-23,107973,2018,Özgür Bakar,"Yüksel İvgen, Yeşim Gündoğdu, Cihangir Köse, Zeynep Turpcu, Kadriye Çetinkaya",93.0,4.1,70409779,12.74,11.589645736382913,0,1,0,0,3.0,0,1,0,0,11.386278562703184,3,11.696569642572285,11.696569642572285,11.696569642572285,1,11.938514361612997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tavsan-peter--2013076,Tavşan Peter,2018-02-23,165986,2018,Will Gluck,"Sam Neill, Domhnall Gleeson",95.0,6.6,70409779,12.74,12.019664751019025,0,0,0,0,3.0,0,1,0,0,11.696323274124845,0,11.37724077242217,11.973534607936005,,1,12.101086141323009,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
gorevimiz-tatil--2013695,Görevimiz Tatil,2018-02-23,315086,2018,Murat Şeker,"Özlem Türkad, Deniz Altan, Enis Arıkan, Ali Keçeli, Hakan Bilgin",102.0,4.8,70409779,12.74,12.660604070150391,0,1,0,0,3.0,0,1,0,0,12.073378216407658,2,11.697066587864832,11.697066587864832,11.697066587864832,1,12.546186300569248,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kizil-serce--2013265,Kızıl Serçe,2018-03-02,195023,2018,Francis Lawrence,"Douglas Hodge, Thekla Reuten, Jennifer Lawrence, Joel Edgerton, Mary-Louise Parker",140.0,6.6,70409779,12.74,12.180877906895617,0,0,0,0,3.0,1,0,0,0,11.699276536218699,0,11.699276536218699,11.699276536218699,11.835137764014661,1,11.555768331746705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ugur-bocegi--2013886,Uğur Böceği,2018-03-02,20334,2018,Greta Gerwig,"Saoirse Ronan, Beanie Feldstein, Laurie Metcalf, Odeya Rush, Lucas Hedges",94.0,7.4,70409779,12.74,9.920098818341325,0,0,0,0,3.0,1,0,0,0,11.70037859885183,0,11.70037859885183,11.70037859885183,11.70037859885183,1,12.547616522689012,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ailecek-saskiniz--2013792,Ailecek Şaşkınız,2018-03-02,4034858,2018,Selçuk Aydemir,"Ahmet Kural, Murat Cemcir, Saadet Işıl Aksoy, Cengiz Bozkurt, Günay Karacaoğlu",113.0,6.1,70409779,12.74,15.210481914837704,0,1,0,0,3.0,1,0,0,0,12.220998612612,1,11.6963140331429,11.6963140331429,11.6963140331429,1,11.935060216808738,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
puloi-asla-yalniz-ucmayacaksin--2013719,Puloi: Asla Yalnız Uçmayacaksın,2018-03-02,112144,2018,Árni Ásgeirsson,,80.0,5.4,70409779,12.74,11.627547955806927,0,0,0,0,3.0,1,0,0,0,11.704318971369997,0,,,,0,10.687199212155297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
direnis-karatay--2013956,Direniş Karatay,2018-03-09,203383,2018,Selahattin Sancaklı,"Ece Yaşar, Alperen Duymaz, Nefise Karatay, Burcu Özberk, Yurdaer Okur",118.0,6.4,70409779,12.74,12.222851096768991,0,1,0,0,3.0,1,0,0,0,11.70414449178917,0,11.70414449178917,11.70414449178917,11.70414449178917,1,11.967172194240394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ziyaretciler-gece-avi--2010990,Ziyaretçiler: Gece Avı,2018-03-09,37410,2018,Johannes Roberts,"Emma Bellomy, Lewis Pullman, Martin Henderson, Bailee Madison, Christina Hendricks",85.0,5.3,70409779,12.74,10.529720057805566,0,0,0,0,3.0,1,0,0,0,11.325291309338468,2,11.70532069724264,11.70532069724264,11.70532069724264,1,11.56339161924852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kucuk-kahramanlar--2013880,Küçük Kahramanlar,2018-03-09,61134,2018,Peter Lepeniotis,,85.0,5.6,70409779,12.74,11.02083981257829,0,0,0,0,3.0,1,0,0,0,11.702660967289162,0,,,,0,11.550937745014268,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phantom-thread--2013736,Phantom Thread,2018-03-09,22086,2018,Paul Thomas Anderson,"Daniel Day-Lewis, Vicky Krieps, Lesley Manville, Camilla Rutherford, Harriet Sansom Harris",130.0,7.4,70409779,12.74,10.002744479133469,0,0,0,0,3.0,1,0,0,0,11.701121867617129,0,11.701121867617129,11.701121867617129,11.701121867617129,1,12.51517803251188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kaybedenler-kulubu-yolda--2013866,Kaybedenler Kulübü Yolda,2018-03-16,570373,2018,Mehmet Ada Öztekin,"Sarp Akkaya, Merve Çağıran, Hande Doğandemir, Rıza Kocaoğlu, Yiğit Özşener",105.0,6.0,70409779,12.74,13.254047564995645,0,1,0,0,3.0,1,0,0,0,11.579603911260266,1,11.69729669331874,11.69729669331874,11.69729669331874,1,12.484538598934096,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tomb-raider--2013355,Tomb Raider,2018-03-16,317387,2018,Roar Uthaug,"Hannah John-Kamen, Daniel Wu, Walton Goggins, Nick Frost, Dominic West",118.0,6.3,70409779,12.74,12.667880279176371,0,0,0,0,3.0,1,0,0,0,11.700795009884308,0,11.700795009884308,11.700795009884308,11.700795009884308,1,12.099682324248802,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
dugum-salonu--2013725,Düğüm Salonu,2018-03-16,177170,2018,Hakan Algül,"Salih Kalyon, Gonca Vuslateri, Şahin Irmak, Onur Buldu, İrem Sak",97.0,5.3,70409779,12.74,12.084870646874993,0,1,0,0,3.0,1,0,0,0,12.154041971203691,1,12.153671331155483,11.97548431615713,11.665416407676643,1,11.96965451368242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oldurme-arzusu--2013879,Öldürme Arzusu,2018-03-16,28422,2018,Eli Roth,"Dean Norris, Jack Kesy, Elisabeth Shue, Vincent D'Onofrio, Bruce Willis",107.0,6.3,70409779,12.74,10.254953955545249,0,0,0,0,3.0,1,0,0,0,11.703817741218275,0,11.703817741218275,11.703817741218275,11.703817741218275,1,11.544627055342412,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bordo-bereliler-2-afrin--2014034,Bordo Bereliler 2: Afrin,2018-03-23,41283,2018,Erhan Baytimur,"Kübra Dilara Çelen, Ozan Güler, Halil İbrahim Kalaycıoğlu, Cavit Çetin Güner, Cenk Ertan",110.0,1.5,70409779,12.74,10.628230294685824,0,1,0,1,3.0,1,0,0,0,11.686624044431953,1,11.700583670268111,11.700583670268111,11.700583670268111,1,11.529454430638916,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kayip-prenses--2013950,Kayıp Prenses,2018-03-23,100447,2018,Oleg Malamuzh,,85.0,6.0,70409779,12.74,11.51739545964168,0,0,0,0,3.0,1,0,0,0,11.698195355400443,0,,,,0,10.707641576147724,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasifik-savasi-isyan--2012329,Pasifik Savaşı: İsyan,2018-03-23,230319,2018,Steven S. DeKnight,"Cailee Spaeny, Charlie Day, Rinko Kikuchi, Adria Arjona, Tian Jing",111.0,5.6,70409779,12.74,12.347224925286058,0,0,0,0,3.0,1,0,0,0,11.697793577854315,0,11.697793577854315,11.697793577854315,11.697793577854315,1,12.493809791296284,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cocuklar-sana-emanet--2013934,Çocuklar Sana Emanet,2018-03-23,67167,2018,Çağan Irmak,"Ogün Kaptanoğlu, Engin Akyürek, Şerif Sezer, Hilal Altınbilek, Birsen Dürülü",105.0,4.7,70409779,12.74,11.11495222262036,0,1,0,0,3.0,1,0,0,0,11.78137213137011,1,11.699233558669018,11.699233558669018,11.699233558669018,1,11.970762361116964,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
baslat-ready-player-one--2012947,Başlat Ready Player One,2018-03-30,181482,2018,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Hannah John-Kamen, Ben Mendelsohn, Mark Rylance",140.0,7.4,70409779,12.74,12.10891726438846,0,0,0,0,3.0,1,0,0,0,11.634285938290079,2,11.9502662918706,11.697940900845904,11.859597463900982,1,12.109312798061135,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
arapsaci--2013935,Arapsaçı,2018-03-30,22856,2018,Ömer Faruk Yardımcı,"Açelya Topaloğlu, Şinasi Yurtsever, Hakan Meriçliler, Burak Satıbol, Ayhan Taş",97.0,4.3,70409779,12.74,10.037012695141119,0,1,0,0,3.0,1,0,0,0,11.640017917004117,1,11.698848133436504,12.097789858854602,11.87896542621788,1,11.962611788369378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kelebekler--2014030,Kelebekler,2018-03-30,134682,2018,Tolga Karaçelik,"Tuğçe Altuğ, Bartu Küçükçağlayan, Tolga Tekin, Hakan Karsak, Ercan Kesal",117.0,7.3,70409779,12.74,11.810679148049202,0,1,0,0,3.0,1,0,0,0,11.695187702955678,0,11.79554993791558,11.695187702955678,11.695187702955678,1,11.068335046961113,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bizim-koyun-sarkisi--2013599,Bizim Köyün Şarkısı,2018-03-30,799858,2018,Tuğçe Soysop,"Tansel Öngel, Sezai Aydın, Berat Efe Parlar, Güneş Sayın, Esat Polat Güler",104.0,5.9,70409779,12.74,13.592190741116207,0,1,0,0,3.0,1,0,0,0,11.695441530307534,0,11.695441530307534,12.042860076583409,11.919613397117162,1,11.94444575918798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
findik-isi-2--2013686,Fındık İşi 2,2018-04-06,143142,2018,Cal Brunker,,91.0,5.5,70409779,12.74,11.871599409575127,0,0,0,1,3.0,1,0,0,0,11.699601068050535,0,,,,0,11.959845245000393,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karanlik-sir--2013970,Karanlık Sır,2018-04-06,22124,2018,Sergio G. Sánchez,"Matthew Stagg, Anya Taylor-Joy, Mia Goth, Charlie Heaton, George MacKay",110.0,6.7,70409779,12.74,10.00446346987613,0,0,0,0,3.0,1,0,0,0,11.699977432036366,0,11.699977432036366,11.699977432036366,11.37454118000108,1,11.518975080220857,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
karimi-gordunuz-mu--2014047,Karımı Gördünüz mü?,2018-04-06,19426,2018,Bülent Pelit,"Ivana Sert, Coşkun Göğen, Nuri Alço, Peker Açıkalın",92.0,6.5,70409779,12.74,9.874419130038781,0,1,0,0,3.0,1,0,0,0,11.696275436485799,0,11.639426754343274,11.696275436485799,11.696275436485799,1,9.977156142461329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
can-feda--2013698,Can Feda,2018-04-06,293604,2018,M. Çağatay Tosun,"Burak Özçivit, Kerem Bürsin, Melike İpek Yalova, Süleyman Karaahmet",109.0,5.8,70409779,12.74,12.589990605550241,0,1,0,0,3.0,1,0,0,0,11.692306250632972,0,12.323535325541272,11.692306250632972,11.692306250632972,1,12.492064733367592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sessiz-bir-yer--2013611,Sessiz Bir Yer,2018-04-13,203349,2018,John Krasinski,"Millicent Simmonds, Noah Jupe, John Krasinski, Emily Blunt",90.0,7.5,70409779,12.74,12.22268391133537,0,0,0,0,3.0,1,0,0,0,11.694257738361053,0,11.694257738361053,11.52853362905914,11.694257738361053,1,12.493216802452093,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
rampage-buyuk-yikim--2013400,Rampage: Büyük Yıkım,2018-04-13,327476,2018,Brad Peyton,"Will Yun Lee, Dwayne Johnson, Naomie Harris, Jeffrey Dean Morgan, Malin Akerman",107.0,6.1,70409779,12.74,12.699173102583638,0,0,0,0,3.0,1,0,0,0,11.402283419181943,1,11.695403999039955,11.822750003024652,11.518517908683554,1,12.109306205833256,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
oflu-hoca-trakya-da--2013700,Oflu Hoca Trakya'da,2018-04-13,212285,2018,Adem Kılıç,"Çetin Altay, Gökhan Yıkılkan, Gülhan Tekin, Bilal Çatalçekiç, Seymen Aydın",90.0,3.8,70409779,12.74,12.265689701098642,0,1,0,0,3.0,1,0,0,0,11.921884890075987,2,11.697897462774353,11.886005217760868,12.009225913883872,1,12.490071071160038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tas-devri-firarda--2013819,Taş Devri Firarda,2018-04-13,29409,2018,Nick Park,,89.0,6.1,70409779,12.74,10.28909003154804,0,0,0,0,3.0,1,0,0,0,11.698803685445144,0,,,,0,10.72487038217951,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
cici-babam--2013729,Cici Babam,2018-04-20,440458,2018,Meltem Bozoflu,"Onur Buldu, Mahir İpek, Derya Karadaş, Onur Atilla, Meltem Yılmazkaya",104.0,5.2,70409779,12.74,12.995572643976583,0,1,0,0,2.0,1,0,0,0,12.165881294529877,1,11.695765509466918,11.968054697206773,11.695765509466918,1,11.959028153931639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zamanda-kivrilma--2013294,Zamanda Kıvrılma,2018-04-20,28992,2018,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Chris Pine, Gugu Mbatha-Raw",109.0,4.3,70409779,12.74,10.274809700521592,0,0,0,0,2.0,1,0,0,0,11.698560793627154,0,11.698560793627154,11.698560793627154,11.698560793627154,1,12.487491974952436,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
masa-ile-koca-ayi-2-sonsuz-arkadaslik--2013735,Maşa ile Koca Ayı 2: Sonsuz Arkadaşlık,2018-04-20,418440,2018,Oleg Kuzovkov,,69.0,2.2,70409779,12.74,12.944291179283729,0,0,0,1,2.0,1,0,0,0,11.922574397896957,1,,,,0,11.968537736409116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avengers-sonsuzluk-savasi--2012399,Avengers: Sonsuzluk Savaşı,2018-04-27,1909967,2018,Joe Russo,"Robert Downey Jr., Chris Evans, Benedict Cumberbatch, Josh Brolin, Scarlett Johansson",149.0,8.4,70409779,12.74,14.462597045955762,0,0,0,0,1.0,1,0,0,0,11.698179592968804,0,11.993356306299866,11.505917048307618,11.698179592968804,1,12.462347858197539,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
lanetli-konak--2013960,Lanetli Konak,2018-04-27,23729,2018,Brian O'Malley,"Roisin Murphy, Deirdre O'Kane, Bill Milner, Eugene Simon, Moe Dunford",92.0,5.1,70409779,12.74,10.074495349429808,0,0,0,0,1.0,1,0,0,0,11.704086467868349,0,11.704086467868349,11.704086467868349,11.704086467868349,1,11.501566900791607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oyun-gecesi--2013579,Oyun Gecesi,2018-05-04,59797,2018,Jonathan Goldstein,"Michael C. Hall, Lamorne Morris, Sharon Horgan, Danny Huston, Rachel McAdams",100.0,6.9,70409779,12.74,10.99872749456338,0,0,0,0,4.0,1,0,0,0,11.700611859939908,0,11.700611859939908,11.700611859939908,11.700611859939908,1,12.118976154960311,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4n1k-2--2014044,4N1K 2,2018-05-04,267847,2018,Murat Onbul,"Cemrehan Karakaş, Atakan Hoşgören, Cihan Şimşek, Sina Özer, Burak Yörük",100.0,4.3,70409779,12.74,12.498174934415447,0,1,0,1,4.0,1,0,0,0,11.680319509881452,1,11.699118488949745,11.699118488949745,11.923583362214123,1,11.97740822225343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
renkli-balik-yeni-dunyalar-kasifi--2014043,Renkli Balık Yeni Dünyalar Kâşifi,2018-05-04,42699,2018,Burhan Gün,"Murat Aydın, Ali Arda Tümer, Pelin Gülmez, Nihan Omuz, Fatih Er",65.0,7.8,70409779,12.74,10.661954199216716,0,1,0,0,4.0,1,0,0,0,11.700814999449673,0,11.700814999449673,11.700814999449673,11.700814999449673,1,11.98209981425489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dogruluk-mu-cesaret-mi--2014021,Doğruluk mu Cesaret mi?,2018-05-04,118995,2018,Jeff Wadlow,"Landon Liboiron, Sophia Ali, Violett Beane, Tyler Posey, Lucy Hale",100.0,5.3,70409779,12.74,11.686845158083344,0,0,0,0,4.0,1,0,0,0,11.698614023177992,0,11.698614023177992,11.698614023177992,11.698614023177992,1,12.484822568172351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
taksi-5--2013961,Taksi 5,2018-05-04,36930,2018,Franck Gastambide,"Salvatore Esposito, Bernard Farcy, Malik Bentalha, Franck Gastambide, Sabrina Ouazani",102.0,4.6,70409779,12.74,10.516806585736159,0,0,0,1,4.0,1,0,0,0,11.698589141856438,0,11.698589141856438,11.698589141856438,11.698589141856438,1,11.48535017861704,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
askin-goren-gozlere-ihtiyaci-yok--2013993,Aşkın Gören Gözlere İhtiyacı Yok,2018-05-09,26880,2018,Onur Ünlü,"Demet Evgar, Fatih Artman, Hare Sürel, Ezgi Eyüboğlu, Ayşenil Şamlıoğlu",83.0,5.1,70409779,12.74,10.199174996326047,0,1,0,0,2.0,1,0,0,0,11.978988190707886,1,11.764655928322018,11.696095929712724,11.696095929712724,1,11.970312799834906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kral-sakir-oyun-zamani--2013728,Kral Şakir Oyun Zamanı,2018-05-11,346964,2018,Berk Tokay,"Sema Kahriman, Didem Atlıhan, Levent Ünsal, Atilla Şendil, Mustafa Oral",88.0,5.4,70409779,12.74,12.756979189288511,0,1,0,0,2.0,1,0,0,0,11.854143334930221,1,11.692944517221385,11.692944517221385,11.692944517221385,1,11.954639013963147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cehennemden-selfie--2013962,Cehennemden Selfie,2018-05-11,35009,2018,Erdal Ceylan,"Alyson Walker, Tony Giroux, Meelah Adams, Ian Butcher",73.0,2.9,70409779,12.74,10.463389013948712,0,0,0,0,2.0,1,0,0,0,11.695179884179508,0,11.695179884179508,11.695179884179508,11.695179884179508,1,11.47446766633748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yakisikli-prens--2013971,Yakışıklı Prens,2018-05-18,41357,2018,Ross Venokur,,90.0,5.6,70409779,12.74,10.630021152113708,0,0,0,0,2.0,1,0,0,0,11.692597513382378,0,,,,0,11.463233459088716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bal-kaymak--2013994,Bal Kaymak,2018-05-18,64242,2018,Onur Tan,"Tarık Ünlüoğlu, Sabina Toziya, Beren Gökyıldız, Ömer Tan, Kenan Çoban",91.0,5.5,70409779,12.74,11.070428047405706,0,1,0,0,2.0,1,0,0,0,11.69037455028349,0,11.69037455028349,11.69037455028349,11.69037455028349,1,11.961677085676527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deadpool-2--2013642,Deadpool 2,2018-05-18,1374325,2018,David Leitch,"Ryan Reynolds, Morena Baccarin, Josh Brolin, T.J. Miller, Brianna Hildebrand",119.0,7.6,70409779,12.74,14.133473987086244,0,0,0,1,2.0,1,0,0,0,11.767264261393635,1,11.677135515337662,11.68908029871172,11.68908029871172,1,11.454077279891187,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
kafir--2014127,Kâfir,2018-05-25,41406,2018,Hasan Gökalp,"Kübra Kılınçkaya, Caner Çeleksiz, Selim Aygün, Gamze Kırlı, Beyza Metin",80.0,2.7,70409779,12.74,10.631205227646237,0,1,0,0,3.0,1,0,0,0,11.484417995802742,1,11.6941727855625,11.6941727855625,11.6941727855625,1,10.476938200660596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
peter-pan-ve-tinker-bell-sihirli-dunya--2014197,Peter Pan ve Tinker Bell: Sihirli Dünya,2018-05-25,63413,2018,Chandrasekaran G,,90.0,3.3,70409779,12.74,11.057439936237403,0,0,0,0,3.0,1,0,0,0,11.69196287379968,0,,,,0,10.134217564468713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
