movie_name,genre,genre_count,is_sequel,is_adaptation,is_franchise,rating,runtime_minutes,director_has_hit,star_power,budget_tier,is_domestic,distributor,release_year,release_month,release_week,release_season,holiday_type,holiday_week,competition_index,is_covid_period,total_audience,log_total_audience
Köstebekgiller 2: Gölge'nin Tılsımı,Aile,1,1,1,1,0,85.0,1,0,1,1,WB,2016,1,3,Winter,none,0,11,0,218438,12.29425750039191
Geliş,"Bilim-Kurgu, Dram",2,0,1,0,2,116.0,1,3,2,0,ChF,2016,11,45,Fall,none,0,8,0,223576,12.31750667997638
Jack Reacher: Asla Geri Dönme,"Macera, Aksiyon",2,0,1,1,3,118.0,1,3,3,0,UIP,2016,10,42,Fall,none,0,7,0,197863,12.195330150998192
Benim Adım Feridun,"Komedi, Dram, Romantik",3,0,1,0,1,110.0,1,2,1,1,UIP,2016,11,45,Fall,none,0,8,0,197217,12.192059924331623
Geniş Aile 2: Her Türlü,Komedi,1,1,1,1,3,100.0,1,2,1,1,ChF,2016,11,44,Fall,none,0,8,0,197144,12.19168970516272
Alis Harikalar Diyarında: Aynanın İçinden,"Macera, Fantastik, 3 Boyutlu",3,0,1,1,1,113.0,0,3,4,0,UIP,2016,5,21,Spring,none,0,6,0,192815,12.16948645896213
Şarkını Söyle,"Animasyon, 3 Boyutlu",2,0,0,0,0,108.0,0,3,3,0,UIP,2016,12,49,Winter,none,0,8,0,189760,12.153515394791498
Korku Seansı 2,Korku,1,1,1,1,0,134.0,1,2,2,0,WB,2016,6,23,Summer,none,0,7,0,178115,12.090184688078246
Sully,"Dram, Biyografi",2,0,1,0,3,96.0,1,3,3,0,WB,2016,9,36,Fall,none,0,8,0,175055,12.072855489242528
Alamet-i Kıyamet,"Korku, Gerilim",2,0,0,0,0,88.0,0,1,0,1,Pin.,2016,5,20,Spring,19_mayis,1,6,0,170242,12.04497623318671
Somuncu Baba: Aşkın Sırrı,"Dram, Tarihi",2,0,1,0,0,115.0,1,2,1,1,Pin.,2016,4,13,Spring,none,0,7,0,163088,12.002045211408197
Karlar Kralı Norm,Animasyon,1,0,0,0,0,90.0,0,1,2,0,CGV Mars,2016,1,3,Winter,none,0,11,0,152688,11.936151902657034
Yok Artık! 2,Komedi,1,1,0,1,2,86.0,1,2,1,1,TME,2016,10,40,Fall,none,0,7,0,151586,11.928908399641085
Deliormanlı,"Dram, Aksiyon",2,0,0,0,3,108.0,1,2,1,1,CGV Mars,2016,4,13,Spring,none,0,7,0,149010,11.911768696769506
Star Trek Sonsuzluk,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",3,0,1,1,2,122.0,1,3,4,0,UIP,2016,8,34,Summer,none,0,6,0,140539,11.853240309308893
The Hateful Eight,"Suç, Western",2,0,0,0,4,167.0,1,3,2,0,Pin.,2016,1,1,Winter,none,0,11,0,139344,11.84470097493252
The BFG,"Aile, Fantastik",2,0,1,0,1,117.0,1,2,3,0,Pin.,2016,6,26,Summer,none,0,7,0,134808,11.811606822880378
Sen Sağ Ben Selamet,Komedi,1,0,0,0,0,118.0,0,2,1,1,CGV Mars,2016,12,50,Winter,none,0,8,0,150038,11.918643874328255
Işıklar Sönünce,Korku,1,0,1,0,3,81.0,0,1,1,0,WB,2016,7,29,Summer,none,0,6,0,124094,11.728794621917526
Kod Adı: Londra,Aksiyon,1,0,0,1,0,99.0,0,3,3,0,Pin.,2016,3,9,Spring,none,0,8,0,122438,11.71536005839474
Arınma Gecesi: Seçim Yılı,Korku,1,0,0,1,0,108.0,1,2,1,0,UIP,2016,7,26,Summer,none,0,6,0,116865,11.668774701433067
Karanlık Sular,Dram,1,0,1,0,3,86.0,1,3,4,0,WB,2016,8,31,Summer,none,0,6,0,114521,11.648513491273125
Muhteşem Yedili,"Western, Aksiyon",2,0,1,0,3,132.0,1,3,3,0,WB,2016,9,38,Fall,none,0,8,0,111735,11.623885275278486
Barbie: Uzay Macerası,Animasyon,1,0,1,1,0,79.0,1,0,0,0,UIP,2016,8,33,Summer,none,0,6,0,109918,11.607489912239698
Kuzular Kurtlara Karşı,"Animasyon, 3 Boyutlu",2,0,0,0,1,85.0,0,0,2,0,Bir Film,2016,4,16,Spring,23_nisan,1,7,0,120629,11.700474998713249
Ayı Kardeşler: Kurtarma Operasyonu,"Animasyon, 3 Boyutlu",2,0,1,1,0,95.0,1,0,2,0,Bir Film,2016,2,7,Winter,none,0,6,0,100552,11.518430285604673
Heidi,Dram,1,0,1,0,0,111.0,0,1,1,0,CGV Mars,2016,4,15,Spring,none,0,7,0,99743,11.510352156851102
Ghostbusters: Hayalet Avcıları,"Macera, Komedi, Fantastik, 3 Boyutlu",4,0,1,1,2,116.0,1,2,3,0,WB,2016,7,30,Summer,none,0,6,0,97990,11.492620711629865
Trendeki Kız,Gerilim,1,0,1,0,0,112.0,1,2,2,0,Pin.,2016,10,40,Fall,none,0,7,0,97483,11.487433282809286
Nefesini Tut,Gerilim,1,0,0,0,0,88.0,1,1,1,0,WB,2016,8,34,Summer,none,0,6,0,97431,11.48689971414584
5. Dalga,Bilim-Kurgu,1,0,1,0,3,112.0,0,2,2,0,WB,2016,3,9,Spring,none,0,8,0,92492,11.434877433273858
Pete ve Ejderhası,"Macera, Aile",2,0,1,0,2,102.0,0,3,3,0,UIP,2016,10,40,Fall,none,0,7,0,92219,11.431921462067118
Ankara Yazı Veda Mektubu,Dram,1,0,1,0,3,97.0,0,2,1,1,CGV Mars,2016,5,18,Spring,none,0,6,0,88315,11.388665247589543
Recep İvedik 5,Komedi,1,1,0,1,2,114.0,1,3,1,1,CGV Mars,2017,2,7,Winter,none,0,7,0,7437050,15.821984822803888
Ayla,Dram,1,0,1,0,2,125.0,0,2,1,1,WB,2017,10,43,Fall,29_ekim,1,12,0,5589872,15.536466946836915
Aile Arasında,"Komedi, Aile",2,0,0,0,2,125.0,1,3,1,1,CGV Mars,2017,12,48,Winter,none,0,8,0,5294459,15.482171359937498
Çalgı Çengi İkimiz,Komedi,1,0,0,1,2,115.0,1,3,1,1,Pin.,2017,1,1,Winter,yilbasi,1,8,0,2798016,14.84442115256148
Hızlı ve Öfkeli 8,"Aksiyon, IMAX",2,1,0,1,3,136.0,1,3,4,0,UIP,2017,4,15,Spring,none,0,6,0,2656286,14.7924394645042
Yol Arkadaşım,Komedi,1,0,0,0,2,115.0,1,3,1,1,CGV Mars,2017,10,43,Fall,29_ekim,1,12,0,2060866,14.538636840776851
Olanlar Oldu,Komedi,1,0,0,0,2,108.0,1,3,1,1,CGV Mars,2017,1,3,Winter,none,0,8,0,1811081,14.40943446253569
Karayip Korsanları: Salazar'ın İntikamı,"Macera, Komedi, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,2,129.0,1,3,4,0,UIP,2017,5,21,Spring,none,0,3,0,1529857,14.240684824948294
Moana,"Macera, Animasyon, Müzikal, 3 Boyutlu",4,0,0,1,0,107.0,1,3,4,0,UIP,2017,1,3,Winter,none,0,8,0,1337112,14.106022622209109
Kolonya Cumhuriyeti,Komedi,1,0,0,0,2,110.0,0,2,1,1,CGV Mars,2017,4,16,Spring,23_nisan,1,6,0,1114318,13.923753116543732
Çılgın Hırsız 3,"Animasyon, 3 Boyutlu",2,1,0,1,1,89.0,1,3,3,0,UIP,2017,8,34,Summer,none,0,7,0,999234,13.814744264436367
Logan: Wolverine,"Fantastik, Aksiyon",2,0,1,1,0,137.0,1,3,3,0,TME,2017,3,9,Spring,none,0,12,0,901706,13.712043803563676
Şirinler: Kayıp Köy,"Animasyon, 3 Boyutlu",2,0,1,1,0,90.0,1,2,3,0,WB,2017,4,14,Spring,none,0,6,0,843639,13.64547995695913
Arabalar 3,"Animasyon, 3 Boyutlu, IMAX",3,1,0,1,2,102.0,0,2,4,0,UIP,2017,6,24,Summer,none,0,5,0,829942,13.629111097813022
Thor: Ragnarok,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,2,130.0,0,3,4,0,UIP,2017,10,43,Fall,29_ekim,1,12,0,795596,13.586846798297229
Mumya,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,0,110.0,0,3,3,0,UIP,2017,6,23,Summer,none,0,5,0,793593,13.584326014349385
Transformers 5: Son Şövalye,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,1,1,1,2,154.0,1,3,4,0,UIP,2017,6,25,Summer,none,0,5,0,785055,13.573509058004468
Maymunlar Cehennemi: Savaş,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",3,0,1,1,2,140.0,1,3,4,0,TME,2017,7,28,Summer,15_temmuz,1,5,0,769557,13.553570303591796
Justice League: Adalet Birliği,"Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,2,120.0,1,3,4,0,WB,2017,11,46,Fall,none,0,8,0,730815,13.501915628726904
Tatlım Tatlım,Romantik-Komedi,1,0,1,0,3,99.0,1,3,1,1,CGV Mars,2017,3,11,Spring,none,0,12,0,726990,13.496668001262869
John Wick 2,Aksiyon,1,1,0,1,0,122.0,1,3,2,0,ChF,2017,2,6,Winter,none,0,7,0,729221,13.49973212005546
Örümcek-Adam: Eve Dönüş,"Macera, Aksiyon, IMAX",3,0,1,1,3,133.0,0,3,4,0,WB,2017,7,27,Summer,none,0,5,0,707320,13.469238459168912
Maide'nin Altın Günü,Komedi,1,0,0,0,3,105.0,0,2,1,1,UIP,2017,12,49,Winter,none,0,8,0,780329,13.567470904607118
Vezir Parmağı,"Komedi, Dram",2,0,0,0,0,111.0,1,3,2,1,Pin.,2017,1,4,Winter,none,0,8,0,663675,13.40554785080366
Cingöz Recai: Bir Efsanenin Dönüşü,Suç,1,0,1,1,3,106.0,0,3,2,1,CGV Mars,2017,10,41,Fall,none,0,12,0,655693,13.393447970580878
Kurtlar Vadisi Vatan,"Suç, Aksiyon",2,0,0,1,2,105.0,1,3,2,1,CGV Mars,2017,9,39,Fall,none,0,7,0,634898,13.3612196350512
Ay Lav Yu Tuu,Komedi,1,0,0,1,2,112.0,1,2,2,1,UIP,2017,9,38,Fall,none,0,7,0,608204,13.318265630987726
Patron Bebek,"Komedi, Animasyon",2,0,1,0,2,97.0,1,2,3,0,TME,2017,3,13,Spring,none,0,12,0,614845,13.329125482502796
Kardeşim Benim 2,"Komedi, Dram",2,1,0,1,2,114.0,1,3,2,1,UIP,2017,11,47,Fall,none,0,8,0,573605,13.259696285105427
Sonsuz Aşk,Romantik,1,0,0,0,0,114.0,0,2,1,1,UIP,2017,3,12,Spring,none,0,12,0,568505,13.25076538720881
Mutluluk Zamanı,Romantik-Komedi,1,0,0,0,2,108.0,1,3,2,1,CGV Mars,2017,11,45,Fall,none,0,8,0,571488,13.255998764621229
Yol Ayrımı,Dram,1,0,0,0,1,150.0,1,3,2,1,UIP,2017,11,45,Fall,none,0,8,0,519407,13.16044305520892
Star Wars: Son Jedi,"Macera, Bilim-Kurgu, 3 Boyutlu, IMAX",4,0,0,1,2,152.0,1,3,4,0,UIP,2017,12,50,Winter,none,0,8,0,608551,13.318836000551702
Karanlığın Elli Tonu,"Dram, Romantik",2,0,1,1,4,118.0,1,2,2,0,UIP,2017,2,6,Winter,none,0,7,0,506777,13.13582634360529
İstanbul Kırmızısı,Romantik,1,0,1,0,3,110.0,1,3,2,1,CGV Mars,2017,3,9,Spring,none,0,12,0,504765,13.131848253415544
Şansımı Seveyim,Komedi,1,0,0,0,3,92.0,0,2,1,1,UIP,2017,8,34,Summer,none,0,7,0,504625,13.13157085815524
Yeni Nesil Ajan: Xander Cage'in Dönüşü,"Macera, Aksiyon, 3 Boyutlu",3,0,0,1,3,107.0,1,3,3,0,UIP,2017,1,4,Winter,none,0,8,0,501575,13.125508426548402
Siccin 4,Korku,1,1,0,1,4,93.0,1,1,1,1,TME,2017,9,35,Fall,kurban_bayrami,1,7,0,476880,13.075020165893807
Wonder Woman,"Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,3,141.0,1,3,3,0,WB,2017,6,22,Summer,none,0,5,0,472966,13.0667787832837
Uzay Yolcuları,"Macera, Bilim-Kurgu, 3 Boyutlu",3,0,0,0,2,116.0,1,3,3,0,WB,2017,1,2,Winter,none,0,8,0,468861,13.058061628234062
Maşa ile Koca Ayı,Animasyon,1,0,0,1,0,70.0,1,2,2,0,CGV Mars,2017,4,16,Spring,23_nisan,1,6,0,468793,13.057916585392846
4N1K,"Romantik-Komedi, Gençlik",2,0,1,0,0,98.0,0,2,1,1,CGV Mars,2017,5,19,Spring,none,0,3,0,463196,13.045905569625052
Cumali Ceber: Allah Seni Alsın,Komedi,1,0,0,0,3,100.0,0,2,1,1,ChF,2017,8,31,Summer,none,0,7,0,461349,13.041910085452605
Kong: Kafatası Adası,"Macera, Aksiyon, 3 Boyutlu",3,0,1,1,3,118.0,0,3,4,0,WB,2017,3,10,Spring,none,0,12,0,418077,12.943420905068534
O,"Korku, Gerilim, Dram, IMAX",4,0,1,0,0,135.0,1,2,2,0,WB,2017,9,37,Fall,none,0,7,0,401459,12.90286069009363
Çin Seddi,"Gerilim, Aksiyon, 3 Boyutlu",3,0,0,0,2,103.0,1,3,4,0,UIP,2017,12,52,Winter,yilbasi,1,8,0,390023,12.873960990725884
Sen Kiminle Dans Ediyorsun?,Komedi,1,0,0,0,2,111.0,1,2,2,1,CGV Mars,2017,11,46,Fall,none,0,8,0,389595,12.8728630169926
Galaksinin Koruyucuları 2,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,1,1,1,3,136.0,1,3,4,0,UIP,2017,4,17,Spring,1_mayis,1,6,0,385357,12.86192545634542
Deli Aşk,Komedi,1,0,0,0,2,104.0,0,2,1,1,CGV Mars,2017,3,10,Spring,none,0,12,0,376367,12.838320010161258
Hep Yek 2,Komedi,1,1,0,1,3,96.0,0,2,1,1,TME,2017,1,2,Winter,none,0,8,0,372557,12.828145325229594
Öteki Taraf,"Gerilim, Romantik",2,0,1,0,3,103.0,1,3,2,1,CGV Mars,2017,12,49,Winter,none,0,8,0,391485,12.877702479502744
Kara Kule,"Gerilim, Fantastik, Aksiyon",3,0,1,0,2,95.0,0,3,3,0,WB,2017,8,31,Summer,none,0,7,0,361269,12.797378112181413
Kötü Çocuk,"Gençlik, Romantik",2,0,1,0,3,120.0,0,2,1,1,UIP,2017,1,3,Winter,none,0,8,0,358192,12.788824434467664
Dunkirk,"Dram, Savaş, Aksiyon, IMAX",4,0,0,0,3,106.0,1,3,3,0,WB,2017,7,29,Summer,none,0,5,0,347705,12.759109698105386
Kabuktaki Hayalet,"Bilim-Kurgu, Aksiyon, IMAX",3,0,1,0,3,107.0,1,3,3,0,UIP,2017,3,13,Spring,none,0,12,0,326026,12.694732411769843
Kral Arthur: Kılıç Efsanesi,"Macera, Fantastik, 3 Boyutlu",3,0,1,0,3,126.0,1,2,4,0,WB,2017,5,19,Spring,none,0,3,0,320948,12.679034395220274
Fırıldak Ailesi,"Komedi, Animasyon",2,0,0,1,2,84.0,1,2,1,1,CGV Mars,2017,2,5,Winter,none,0,7,0,314939,12.660134248261384
Ketenpere,Komedi,1,0,0,0,3,108.0,1,3,1,1,UIP,2017,11,44,Fall,none,0,8,0,299180,12.608800677928452
Aşıklar Şehri,"Komedi, Dram, Müzikal",3,0,0,0,0,128.0,1,3,2,0,TME,2017,12,52,Winter,yilbasi,1,8,0,321601,12.68106692573485
Yedinci Hayat,"Gerilim, Bilim-Kurgu",2,0,0,0,0,123.0,1,2,2,0,CGV Mars,2017,9,35,Fall,kurban_bayrami,1,7,0,304096,12.625098720011042
Testere: Jigsaw Efsanesi,"Korku, Suç, Gizem, IMAX",4,0,0,1,4,92.0,0,1,1,0,TME,2017,11,44,Fall,none,0,8,0,277520,12.53364828164363
Annabelle: Kötülüğün Doğuşu,Korku,1,0,0,1,0,109.0,1,1,1,0,WB,2017,8,33,Summer,none,0,7,0,260527,12.47046178163761
Acı Tatlı Ekşi,"Dram, Romantik",2,0,0,0,0,106.0,0,2,1,1,CGV Mars,2017,12,51,Winter,none,0,8,0,622674,13.34177838633539
Güzel ve Çirkin,"Aile, Fantastik, Müzikal, 3 Boyutlu, IMAX, Romantik",6,0,1,1,0,129.0,1,3,4,0,UIP,2017,3,11,Spring,none,0,12,0,249436,12.426957648242563
Halka 3,Korku,1,1,1,1,0,102.0,0,1,2,0,UIP,2017,2,5,Winter,none,0,7,0,243393,12.402432699877966
Bölük,Dram,1,0,0,0,2,95.0,0,1,1,1,UIP,2017,10,42,Fall,none,0,12,0,241916,12.396345837445075
Kingsman: Altın Çember,"Macera, Komedi, Aksiyon, IMAX",4,0,1,1,4,141.0,1,3,3,0,TME,2017,9,38,Fall,none,0,7,0,241373,12.39409873383424
OHA Diyorum,Komedi,1,0,0,0,2,90.0,0,2,1,1,TME,2017,11,44,Fall,none,0,8,0,230618,12.348517941012766
Doğu Ekspresinde Cinayet,"Dram, Suç, Gizem",3,0,1,1,2,114.0,1,3,2,0,TME,2017,11,45,Fall,none,0,8,0,228927,12.34115845442352
Resident Evil: Son Bölüm,"Korku, Gerilim, 3 Boyutlu",3,1,1,1,0,107.0,1,2,2,0,WB,2017,2,8,Winter,none,0,7,0,224921,12.323504508421507
Damat Takımı,Romantik-Komedi,1,0,0,0,0,109.0,0,2,1,1,CGV Mars,2017,10,42,Fall,none,0,12,0,236700,12.374548795502076
Yaratık: Covenant,"Gerilim, Bilim-Kurgu, Aksiyon, IMAX",4,0,0,1,0,122.0,1,3,3,0,TME,2017,5,19,Spring,none,0,3,0,209266,12.251361448988868
Barry Seal: Kaçakçı,"Gerilim, Suç, Biyografi",3,0,0,0,3,115.0,1,3,2,0,UIP,2017,9,36,Fall,none,0,7,0,205009,12.230809159595886
Kaptan Düşükdon: Destansı İlk Film,"Komedi, Animasyon",2,0,1,0,2,89.0,1,2,2,0,TME,2017,6,22,Summer,none,0,5,0,202060,12.216319961981725
Valerian ve Bin Gezegen İmparatorluğu,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,0,2,137.0,1,2,4,0,TME,2017,7,30,Summer,none,0,5,0,191779,12.164098946386016
Sarışın Bomba,"Gerilim, Aksiyon",2,0,1,0,4,115.0,0,3,2,0,ChF,2017,7,30,Summer,none,0,5,0,190647,12.158178829520676
Sümela'nın Şifresi 3: Cünyor Temel,Komedi,1,1,0,0,2,109.0,1,2,1,1,UIP,2017,4,14,Spring,none,0,6,0,189367,12.151442210129035
Reis,Dram,1,0,0,0,2,118.0,0,1,1,1,CGV Mars,2017,3,9,Spring,none,0,12,0,189074,12.149893751803726
Dangal,"Dram, Biyografi, Aksiyon",3,0,1,0,2,161.0,1,3,2,0,CGV Mars,2017,8,33,Summer,none,0,7,0,182304,12.113430902280122
Hayat,"Gerilim, Bilim-Kurgu, IMAX",3,0,0,0,0,104.0,1,3,3,0,WB,2017,3,12,Spring,none,0,12,0,176137,12.079017380307969
Uzaydan Gelen Fırtına,"Aksiyon, 3 Boyutlu, IMAX",3,0,0,0,2,109.0,0,2,3,0,WB,2017,10,42,Fall,none,0,12,0,176092,12.078761864718707
Babam,Dram,1,0,0,0,2,130.0,0,2,1,1,UIP,2017,10,40,Fall,none,0,12,0,171446,12.052023627201876
My Little Pony Filmi,Animasyon,1,0,1,1,0,99.0,0,2,1,0,TME,2017,10,40,Fall,none,0,12,0,166894,12.02511415933326
Blade Runner 2049: Bıçak Sırtı,"Bilim-Kurgu, 3 Boyutlu, IMAX",3,1,1,0,0,164.0,1,3,4,0,WB,2017,10,40,Fall,none,0,12,0,164376,12.009911765545851
Karlar Kraliçesi 3: Ateş ve Buz,"Animasyon, 3 Boyutlu",2,1,1,0,2,80.0,1,0,1,0,CGV Mars,2017,2,8,Winter,none,0,7,0,163900,12.00701176473192
Tam Gaz,"Komedi, Suç, Aksiyon",3,0,0,0,0,112.0,1,2,2,0,WB,2017,6,26,Summer,none,0,5,0,161794,11.99407920010065
Biz Size Döneriz,"Komedi, Gençlik",2,0,0,0,2,105.0,1,1,1,1,Pin.,2017,3,13,Spring,none,0,12,0,157021,11.96413483334743
Pepee: Birlik Zamanı,Animasyon,1,0,1,0,0,77.0,0,0,0,1,CGV Mars,2017,1,3,Winter,none,0,8,0,151249,11.926682764300985
Süperstar,Dram,1,0,0,0,2,150.0,0,2,1,0,CGV Mars,2017,10,42,Fall,none,0,12,0,162567,11.998845503468775
Ölüm Günün Kutlu Olsun,"Korku, Gerilim, Gizem",3,0,0,0,3,96.0,1,1,1,0,UIP,2017,10,41,Fall,none,0,12,0,148870,11.910828720871104
Ferdinand,"Animasyon, 3 Boyutlu",2,0,1,0,1,108.0,1,1,3,0,TME,2017,12,51,Winter,none,0,8,0,515132,13.152178457483512
Balerin ve Afacan Mucit,"Animasyon, 3 Boyutlu",2,0,0,0,1,89.0,0,1,2,0,CGV Mars,2017,8,31,Summer,none,0,7,0,141638,11.861029785821149
Parçalanmış,"Korku, Gerilim",2,0,0,1,0,117.0,1,2,1,0,UIP,2017,2,7,Winter,none,0,7,0,136776,11.826099830182946
Doru,Animasyon,1,0,1,0,0,91.0,0,0,0,1,CGV Mars,2017,7,27,Summer,none,0,5,0,140255,11.85121747337336
Neşeli Dalgalar: Dalgamanya,Animasyon,1,0,0,0,1,84.0,0,1,1,0,Bir Film,2017,3,10,Spring,none,0,12,0,138551,11.83899376787605
Bak Şu Leyleğe,"Macera, Animasyon",2,0,0,0,0,85.0,1,2,3,0,TME,2017,10,42,Fall,none,0,12,0,123038,11.720248529730895
Çizgi Ötesi,"Korku, Bilim-Kurgu, Dram",3,0,1,0,3,109.0,1,2,2,0,WB,2017,12,48,Winter,none,0,8,0,114991,11.65260914341328
Emoji Filmi,"Animasyon, 3 Boyutlu",2,0,1,0,1,86.0,1,2,2,0,WB,2017,9,36,Fall,none,0,7,0,111643,11.623061559378067
Belalı Tanık,"Komedi, Aksiyon",2,0,0,0,0,118.0,1,3,2,0,Pin.,2017,8,33,Summer,none,0,7,0,111013,11.617402590553914
Bordo Bereliler Suriye,"Macera, Dram, Aksiyon",3,0,0,0,0,109.0,0,1,1,1,CGV Mars,2017,4,14,Spring,none,0,6,0,110948,11.616816902060368
Müslüm,"Dram, Biyografi",2,0,1,0,3,132.0,1,2,1,1,CGV Mars,2018,10,43,Fall,29_ekim,1,6,0,6480563,15.684317947270422
Arif v 216,"Komedi, Bilim-Kurgu",2,1,0,0,2,125.0,1,3,2,1,CGV Mars,2018,1,1,Winter,yilbasi,1,7,0,4976367,15.42021066470075
Ailecek Şaşkınız,Komedi,1,0,0,0,2,113.0,1,3,2,1,CGV Mars,2018,3,9,Spring,none,0,11,0,4034858,15.210481666997538
Yol Arkadaşım 2,Komedi,1,1,0,0,2,116.0,1,2,1,1,CJ ENM,2018,10,41,Fall,none,0,6,0,2343218,14.66703575626882
Deliha 2,Komedi,1,1,0,0,1,106.0,1,2,1,1,CGV Mars,2018,1,2,Winter,none,0,7,0,2106154,14.560374093409056
Avengers: Sonsuzluk Savaşı,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,3,149.0,1,3,4,0,UIP,2018,4,17,Spring,none,0,7,0,1909967,14.462596522386644
Hedefim Sensin,Komedi,1,0,0,0,2,112.0,1,3,2,1,CJ ENM,2018,11,48,Fall,none,0,8,0,1896782,14.455669324021498
Rafadan Tayfa Dehliz Macerası,Animasyon,1,0,1,0,0,89.0,0,0,1,1,CGV Mars,2018,10,43,Fall,29_ekim,1,6,0,1802339,14.404595823763588
Enes Batur Hayal mi Gerçek mi?,Komedi,1,0,0,0,2,110.0,1,2,1,1,TME,2018,1,3,Winter,none,0,7,0,1483848,14.210149271587564
Bizim İçin Şampiyon,"Dram, Biyografi",2,0,1,0,2,129.0,0,2,1,1,CJ ENM,2018,12,49,Winter,none,0,8,0,2578074,14.76255316649134
Çakallarla Dans 5,Komedi,1,1,0,0,0,102.0,1,2,1,1,CJ ENM,2018,11,45,Fall,none,0,8,0,1415733,14.163157976134224
Deadpool 2,"Macera, Komedi, Aksiyon, IMAX",4,1,1,1,0,119.0,1,3,3,0,TME,2018,5,20,Spring,19_mayis,1,4,0,1374325,14.133473259456585
İnanılmaz Aile 2,"Animasyon, 3 Boyutlu",2,1,0,1,0,118.0,1,2,4,0,UIP,2018,8,34,Summer,kurban_bayrami,1,8,0,1267415,14.052489951054792
Coco,"Animasyon, 3 Boyutlu",2,0,0,0,2,105.0,1,1,4,0,UIP,2018,1,3,Winter,none,0,7,0,982347,13.797699885408289
Hadi Be Oğlum,Dram,1,0,0,0,2,113.0,0,3,1,1,CGV Mars,2018,2,7,Winter,none,0,9,0,965066,13.779951771764756
Jurassic World: Yıkılmış Krallık,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,3,128.0,1,3,4,0,UIP,2018,6,23,Summer,none,0,6,0,908140,13.719153830720169
Labirent: Son İsyan,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,1,3,141.0,1,1,3,0,TME,2018,1,4,Winter,none,0,7,0,892197,13.701442239195869
Venom: Zehirli Öfke,"Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,3,112.0,1,3,3,0,WB,2018,10,40,Fall,none,0,6,0,890596,13.699646180505509
Cebimdeki Yabancı,"Gerilim, Komedi",2,0,1,0,3,95.0,0,2,1,1,CGV Mars,2018,2,5,Winter,none,0,9,0,846833,13.649258787724436
Kafalar Karışık,"Komedi, Aksiyon",2,0,0,0,2,95.0,0,2,1,1,TME,2018,12,49,Winter,none,0,8,0,864706,13.670144843747162
Bizim Köyün Şarkısı,Komedi,1,0,0,0,0,104.0,0,1,1,1,CGV Mars,2018,3,13,Spring,none,0,11,0,799858,13.592189490895077
Black Panther,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,1,3,134.0,1,3,4,0,UIP,2018,2,7,Winter,none,0,9,0,718743,13.485259131915836
Mission: Impossible - Yansımalar,"Aksiyon, 3 Boyutlu, IMAX",3,0,1,1,3,147.0,1,3,4,0,UIP,2018,7,30,Summer,none,0,7,0,645061,13.377100164949516
Siccin 5,Korku,1,1,0,0,4,92.0,1,1,1,1,TME,2018,8,33,Summer,none,0,8,0,633391,13.358843203955098
Meg: Derinlerdeki Dehşet,"Korku, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,1,0,3,113.0,1,3,3,0,WB,2018,8,32,Summer,none,0,8,0,615272,13.32981972543603
Kayhan,Komedi,1,0,0,0,3,105.0,1,3,2,1,CGV Mars,2018,2,6,Winter,none,0,9,0,602084,13.308152249440592
Bohemian Rhapsody,"Dram, Biyografi",2,0,1,0,3,135.0,1,2,3,0,TME,2018,11,44,Fall,none,0,8,0,632461,13.3573738376037
Ölümlü Dünya,Komedi,1,0,0,0,3,107.0,0,2,1,1,UIP,2018,1,4,Winter,none,0,7,0,585498,13.280218046130216
Deliler Fatih'in Fermanı,"Tarihi, Savaş, Aksiyon",3,0,0,0,3,121.0,0,1,1,1,CGV Mars,2018,11,47,Fall,none,0,8,0,579064,13.269168285852416
Fantastik Canavarlar: Grindelwald'ın Suçları,"Macera, Fantastik, 3 Boyutlu, IMAX",4,0,1,1,3,134.0,1,3,4,0,WB,2018,11,46,Fall,none,0,8,0,577163,13.265880001263094
Otel Transilvanya 3: Yaz Tatili,"Animasyon, 3 Boyutlu",2,1,0,1,1,97.0,1,2,2,0,WB,2018,7,28,Summer,15_temmuz,1,7,0,575076,13.26225748495833
Kaybedenler Kulübü Yolda,"Komedi, Dram",2,0,0,1,0,105.0,1,3,1,1,UIP,2018,3,11,Spring,none,0,11,0,570373,13.25404581175851
Ant-Man ve Wasp,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,2,118.0,1,2,4,0,UIP,2018,7,27,Summer,none,0,7,0,517025,13.155846508220876
